1,,
 ,3,304
 ,4,0
 ,5,52
 ,6,358
 ,7,767
 ,8,358
 ,9,409
 ,10,2
 , ,
 ,,
 ,1,5734
 ,2,1319
 ,3,133
 ,4,0
 ,5,185
 ,6,771
 ,7,7238
 ,8,5919
 ,9,1319
 ,10,2
 , ,
 ,,
 ,1,5148
 ,2,1949
 ,3,395
 ,4,0
 ,5,0
 ,6,239
 ,7,666
 ,8,271
 ,9,395
 ,10,2
 , ,
 ,,
 ,1,5290
 ,2,1793
 ,3,358
 ,4,0
 ,5,0
 ,6,0
 ,7,358
 ,8,0
 ,9,358
 ,10,1
 , ,
 ,,
 ,1,5659
 ,2,1435
 ,3,356
 ,4,0
 ,5,0
 ,6,0
 ,7,356
 ,8,0
 ,9,356
 ,10,1
 , ,
 ,,
 ,1,6014
 ,2,1079
 ,3,142
 ,4,0
 ,5,149
 ,6,266
 ,7,7298
 ,8,6219
 ,9,1079
 ,10,2
 , ,
 ,,
 ,1,6035
 ,2,1225
 ,3,351
 ,4,0
 ,5,0
 ,6,39
 ,7,392
 ,8,41
 ,9,351
 ,10,2
 , ,
 ,,
 ,1,6347
 ,2,913
 ,3,351
 ,4,0
 ,5,0
 ,6,326
 ,7,6800
 ,8,6449
 ,9,351
 ,10,2
 , ,
 ,,
 ,1,6471
 ,2,888
 ,3,280
 ,4,0
 ,5,58
 ,6,136
 ,7,7721
 ,8,6833
 ,9,888
 ,10,2
 , ,
 ,,
 ,1,6765
 ,2,736
 ,3,438
 ,4,0
 ,5,0
 ,6,557
 ,7,7265
 ,8,6827
 ,9,438
 ,10,2
 , ,
 ,,
 ,1,6561
 ,2,855
 ,3,164
 ,4,0
 ,5,55
 ,6,112
 ,7,7650
 ,8,6795
 ,9,855
 ,10,2
 , ,
 ,,
 ,1,6683
 ,2,801
 ,3,364
 ,4,0
 ,5,0
 ,6,493
 ,7,1473
 ,8,1109
 ,9,364
 ,10,2
 , ,
 ,,
 ,1,6550
 ,2,930
 ,3,338
 ,4,0
 ,5,19
 ,6,162
 ,7,7565
 ,8,7100
 ,9,465
 ,10,2
 , ,
 ,,
 ,1,6991
 ,2,752
 ,3,206
 ,4,0
 ,5,66
 ,6,655
 ,7,7899
 ,8,7147
 ,9,752
 ,10,2
 , ,
 ,,
 ,1,6580
 ,2,1200
 ,3,410
 ,4,0
 ,5,0
 ,6,219
 ,7,5447
 ,8,5037
 ,9,410
 ,10,2
 , ,
 ,,
 ,1,6716
 ,2,1009
 ,3,143
 ,4,0
 ,5,64
 ,6,1211
 ,7,3519
 ,8,2510
 ,9,1009
 ,10,2
 , ,
 ,,
 ,1,5740
 ,2,2065
 ,3,351
 ,4,0
 ,5,0
 ,6,0
 ,7,351
 ,8,0
 ,9,351
 ,10,1
 , ,
 ,,
 ,1,6168
 ,2,1714
 ,3,428
 ,4,0
 ,5,0
 ,6,1
 ,7,429
 ,8,1
 ,9,428
 ,10,2
 , ,
 ,,
 ,1,6521
 ,2,1287
 ,3,103
 ,4,0
 ,5,79
 ,6,635
 ,7,7958
 ,8,6671
 ,9,1287
 ,10,2
 , ,
 ,,
 ,1,6092
 ,2,1815
 ,3,356
 ,4,0
 ,5,0
 ,6,0
 ,7,356
 ,8,0
 ,9,356
 ,10,1
 , ,
 ,,
 ,1,6447
 ,2,1459
 ,3,356
 ,4,0
 ,5,0
 ,6,0
 ,7,356
 ,8,0
 ,9,356
 ,10,1
 , ,
 ,,
 ,1,6811
 ,2,1103
 ,3,363
 ,4,0
 ,5,0
 ,6,213
 ,7,605
 ,8,242
 ,9,363
 ,10,2
 , ,
 ,,
 ,1,6951
 ,2,955
 ,3,143
 ,4,0
 ,5,62
 ,6,1130
 ,7,8219
 ,8,7264
 ,9,955
 ,10,2
 , ,
 ,,
 ,1,6206
 ,2,1920
 ,3,357
 ,4,0
 ,5,0
 ,6,99
 ,7,464
 ,8,107
 ,9,357
 ,10,2
 , ,
 ,,
 ,1,6532
 ,2,1662
 ,3,428
 ,4,0
 ,5,0
 ,6,0
 ,7,428
 ,8,0
 ,9,428
 ,10,1
 , ,
 ,,
 ,1,6891
 ,2,1234
 ,3,33
 ,4,0
 ,5,105
 ,6,450
 ,7,8315
 ,8,7081
 ,9,1234
 ,10,2
 , ,
 ,,
 ,1,6632
 ,2,1640
 ,3,0
 ,4,0
 ,5,0
 ,6,0
 ,7,1
 ,8,1
 ,9,0
 ,10,1
 , ,
 ,,
 ,1,6700
 ,2,1640
 ,3,351
 ,4,0
 ,5,0
 ,6,0
 ,7,351
 ,8,0
 ,9,351
 ,10,1
 , ,
 ,,
 ,1,7052
 ,2,1289
 ,3,355
 ,4,0
 ,5,0
 ,6,20
 ,7,379
 ,8,24
 ,9,355
 ,10,2
 , ,
 ,,
 ,1,7384
 ,2,954
 ,3,354
 ,4,0
 ,5,0
 ,6,646
 ,7,1002
 ,8,648
 ,9,354
 ,10,2
 , ,
 ,,
 ,1,7215
 ,2,1248
 ,3,134
 ,4,0
 ,5,73
 ,6,37
 ,7,8690
 ,8,7442
 ,9,1248
 ,10,2
 , ,
 ,,
 ,1,7406
 ,2,1044
 ,3,0
 ,4,0
 ,5,0
 ,6,132
 ,7,7406
 ,8,7406
 ,9,0
 ,10,1
 , ,
 ,,
 ,1,7370
 ,2,1176
 ,3,428
 ,4,0
 ,5,0
 ,6,208
 ,7,679
 ,8,251
 ,9,428
 ,10,2
 , ,
 ,,
 ,1,7514
 ,2,956
 ,3,356
 ,4,0
 ,5,0
 ,6,320
 ,7,7984
 ,8,7628
 ,9,356
 ,10,2
 , ,
 ,,
 ,1,7548
 ,2,920
 ,3,257
 ,4,0
 ,5,55
 ,6,953
 ,7,8752
 ,8,7832
 ,9,920
 ,10,2
 , ,
 ,,
 ,1,6879
 ,2,1593
 ,3,360
 ,4,0
 ,5,0
 ,6,1
 ,7,361
 ,8,1
 ,9,360
 ,10,2
 , ,
 ,,
 ,1,7286
 ,2,1234
 ,3,290
 ,4,0
 ,5,65
 ,6,166
 ,7,8809
 ,8,7575
 ,9,1234
 ,10,2
 , ,
 ,,
 ,1,7411
 ,2,1106
 ,3,437
 ,4,0
 ,5,0
 ,6,253
 ,7,7928
 ,8,7491
 ,9,437
 ,10,2
 , ,
 ,,
 ,1,7516
 ,2,922
 ,3,360
 ,4,0
 ,5,0
 ,6,380
 ,7,746
 ,8,386
 ,9,360
 ,10,2
 , ,
 ,,
 ,1,7496
 ,2,942
 ,3,193
 ,4,0
 ,5,60
 ,6,983
 ,7,8701
 ,8,7759
 ,9,942
 ,10,2
 , ,
 ,,
 ,1,6784
 ,2,1728
 ,3,371
 ,4,0
 ,5,0
 ,6,0
 ,7,378
 ,8,7
 ,9,371
 ,10,2
 , ,
 ,,
 ,1,7139
 ,2,1357
 ,3,355
 ,4,0
 ,5,0
 ,6,0
 ,7,355
 ,8,0
 ,9,355
 ,10,1
 , ,
 ,,
 ,1,7569
 ,2,1002
 ,3,51
 ,4,0
 ,5,67
 ,6,1206
 ,7,2256
 ,8,1254
 ,9,1002
 ,10,2
 , ,
 ,,
 ,1,6422
 ,2,2143
 ,3,414
 ,4,0
 ,5,0
 ,6,228
 ,7,745
 ,8,331
 ,9,414
 ,10,2
 , ,
 ,,
 ,1,6548
 ,2,1957
 ,3,355
 ,4,0
 ,5,0
 ,6,0
 ,7,356
 ,8,1
 ,9,355
 ,10,2
 , ,
 ,,
 ,1,6909
 ,2,1602
 ,3,215
 ,4,0
 ,5,99
 ,6,105
 ,7,8754
 ,8,7152
 ,9,1602
 ,10,2
 , ,
 ,,
 ,1,7055
 ,2,1489
 ,3,351
 ,4,0
 ,5,0
 ,6,59
 ,7,410
 ,8,59
 ,9,351
 ,10,2
 , ,
 ,,
 ,1,7340
 ,2,1197
 ,3,355
 ,4,0
 ,5,0
 ,6,119
 ,7,475
 ,8,120
 ,9,355
 ,10,2
 , ,
 ,,
 ,1,7649
 ,2,961
 ,3,428
 ,4,0
 ,5,0
 ,6,601
 ,7,1029
 ,8,601
 ,9,428
 ,10,2
 , ,
 ,,
 ,1,7477
 ,2,1134
 ,3,260
 ,4,0
 ,5,60
 ,6,163
 ,7,8864
 ,8,7730
 ,9,1134
 ,10,2
 , ,
 ,,
 ,1,7567
 ,2,1035
 ,3,399
 ,4,0
 ,5,0
 ,6,394
 ,7,793
 ,8,394
 ,9,399
 ,10,2
 , ,
 ,,
 ,1,7526
 ,2,1030
 ,3,356
 ,4,0
 ,5,0
 ,6,244
 ,7,600
 ,8,244
 ,9,356
 ,10,2
 , ,
 ,,
 ,1,7646
 ,2,918
 ,3,121
 ,4,0
 ,5,55
 ,6,838
 ,7,8747
 ,8,7829
 ,9,918
 ,10,2
 , ,
 ,,
 ,1,6991
 ,2,1631
 ,3,424
 ,4,0
 ,5,0
 ,6,0
 ,7,801
 ,8,377
 ,9,424
 ,10,2
 , ,
 ,,
 ,1,7343
 ,2,1207
 ,3,356
 ,4,0
 ,5,0
 ,6,141
 ,7,7207
 ,8,6851
 ,9,356
 ,10,2
 , ,
 ,,
 ,1,7629
 ,2,993
 ,3,40
 ,4,0
 ,5,66
 ,6,421
 ,7,8638
 ,8,7645
 ,9,993
 ,10,2
 , ,
 ,,
 ,1,7224
 ,2,1370
 ,3,391
 ,4,0
 ,5,0
 ,6,2
 ,7,779
 ,8,388
 ,9,391
 ,10,2
 , ,
 ,,
 ,1,7584
 ,2,981
 ,3,366
 ,4,0
 ,5,0
 ,6,348
 ,7,728
 ,8,362
 ,9,366
 ,10,2
 , ,
 ,,
 ,1,7592
 ,2,963
 ,3,192
 ,4,0
 ,5,54
 ,6,174
 ,7,8819
 ,8,7856
 ,9,963
 ,10,2
 , ,
 ,,
 ,1,7682
 ,2,938
 ,3,427
 ,4,0
 ,5,0
 ,6,442
 ,7,876
 ,8,449
 ,9,427
 ,10,2
 , ,
 ,,
 ,1,7593
 ,2,953
 ,3,338
 ,4,0
 ,5,17
 ,6,262
 ,7,8504
 ,8,8005
 ,9,499
 ,10,2
 , ,
 ,,
 ,1,7743
 ,2,875
 ,3,201
 ,4,0
 ,5,57
 ,6,92
 ,7,8792
 ,8,7917
 ,9,875
 ,10,2
 , ,
 ,,
 ,1,7825
 ,2,765
 ,3,407
 ,4,0
 ,5,0
 ,6,556
 ,7,967
 ,8,560
 ,9,407
 ,10,2
 , ,
 ,,
 ,1,7635
 ,2,914
 ,3,266
 ,4,0
 ,5,43
 ,6,336
 ,7,8878
 ,8,7964
 ,9,914
 ,10,2
 , ,
 ,,
 ,1,7628
 ,2,982
 ,3,410
 ,4,0
 ,5,0
 ,6,405
 ,7,817
 ,8,407
 ,9,410
 ,10,2
 , ,
 ,,
 ,1,7578
 ,2,977
 ,3,250
 ,4,0
 ,5,51
 ,6,1220
 ,7,2240
 ,8,1263
 ,9,977
 ,10,2
 , ,
 ,,
 ,1,6668
 ,2,1944
 ,3,384
 ,4,0
 ,5,0
 ,6,133
 ,7,518
 ,8,134
 ,9,384
 ,10,2
 , ,
 ,,
 ,1,6893
 ,2,1693
 ,3,340
 ,4,0
 ,5,19
 ,6,53
 ,7,7917
 ,8,7301
 ,9,616
 ,10,2
 , ,
 ,,
 ,1,7248
 ,2,1405
 ,3,309
 ,4,0
 ,5,50
 ,6,798
 ,7,1776
 ,8,802
 ,9,974
 ,10,2
 , ,
 ,,
 ,1,6822
 ,2,1893
 ,3,406
 ,4,0
 ,5,0
 ,6,360
 ,7,766
 ,8,360
 ,9,406
 ,10,2
 , ,
 ,,
 ,1,6821
 ,2,1847
 ,3,293
 ,4,0
 ,5,64
 ,6,304
 ,7,8446
 ,8,7177
 ,9,1269
 ,10,2
 , ,
 ,,
 ,1,6873
 ,2,1857
 ,3,420
 ,4,0
 ,5,0
 ,6,342
 ,7,773
 ,8,353
 ,9,420
 ,10,2
 , ,
 ,,
 ,1,6891
 ,2,1779
 ,3,363
 ,4,0
 ,5,0
 ,6,0
 ,7,363
 ,8,0
 ,9,363
 ,10,1
 , ,
 ,,
 ,1,7248
 ,2,1416
 ,3,226
 ,4,0
 ,5,80
 ,6,558
 ,7,8935
 ,8,7519
 ,9,1416
 ,10,2
 , ,
 ,,
 ,1,6967
 ,2,1764
 ,3,452
 ,4,0
 ,5,0
 ,6,94
 ,7,814
 ,8,362
 ,9,452
 ,10,2
 , ,
 ,,
 ,1,7306
 ,2,1406
 ,3,428
 ,4,0
 ,5,0
 ,6,2
 ,7,496
 ,8,68
 ,9,428
 ,10,2
 , ,
 ,,
 ,1,7659
 ,2,980
 ,3,321
 ,4,0
 ,5,35
 ,6,699
 ,7,8897
 ,8,8057
 ,9,840
 ,10,2
 , ,
 ,,
 ,1,7358
 ,2,1355
 ,3,403
 ,4,0
 ,5,0
 ,6,6
 ,7,7080
 ,8,6677
 ,9,403
 ,10,2
 , ,
 ,,
 ,1,7708
 ,2,958
 ,3,138
 ,4,0
 ,5,55
 ,6,974
 ,7,8877
 ,8,7919
 ,9,958
 ,10,2
 , ,
 ,,
 ,1,6945
 ,2,1789
 ,3,426
 ,4,0
 ,5,0
 ,6,0
 ,7,802
 ,8,376
 ,9,426
 ,10,2
 , ,
 ,,
 ,1,7300
 ,2,1363
 ,3,356
 ,4,0
 ,5,0
 ,6,0
 ,7,356
 ,8,0
 ,9,356
 ,10,1
 , ,
 ,,
 ,1,7656
 ,2,1007
 ,3,35
 ,4,0
 ,5,72
 ,6,765
 ,7,8769
 ,8,7762
 ,9,1007
 ,10,2
 , ,
 ,,
 ,1,6997
 ,2,1734
 ,3,425
 ,4,0
 ,5,0
 ,6,3
 ,7,801
 ,8,376
 ,9,425
 ,10,2
 , ,
 ,,
 ,1,7349
 ,2,1312
 ,3,356
 ,4,0
 ,5,0
 ,6,2
 ,7,358
 ,8,2
 ,9,356
 ,10,2
 , ,
 ,,
 ,1,7706
 ,2,958
 ,3,188
 ,4,0
 ,5,50
 ,6,170
 ,7,8927
 ,8,7969
 ,9,958
 ,10,2
 , ,
 ,,
 ,1,7799
 ,2,936
 ,3,427
 ,4,0
 ,5,0
 ,6,463
 ,7,898
 ,8,471
 ,9,427
 ,10,2
 , ,
 ,,
 ,1,7693
 ,2,972
 ,3,340
 ,4,0
 ,5,16
 ,6,232
 ,7,8676
 ,8,8103
 ,9,573
 ,10,2
 , ,
 ,,
 ,1,7871
 ,2,861
 ,3,237
 ,4,0
 ,5,41
 ,6,1243
 ,7,2155
 ,8,1294
 ,9,861
 ,10,2
 , ,
 ,,
 ,1,6867
 ,2,1865
 ,3,502
 ,4,0
 ,5,0
 ,6,188
 ,7,870
 ,8,368
 ,9,502
 ,10,2
 , ,
 ,,
 ,1,7042
 ,2,1551
 ,3,124
 ,4,0
 ,5,93
 ,6,180
 ,7,8778
 ,8,7227
 ,9,1551
 ,10,2
 , ,
 ,,
 ,1,7047
 ,2,1604
 ,3,379
 ,4,0
 ,5,0
 ,6,371
 ,7,757
 ,8,378
 ,9,379
 ,10,2
 , ,
 ,,
 ,1,7029
 ,2,1596
 ,3,355
 ,4,0
 ,5,0
 ,6,0
 ,7,355
 ,8,0
 ,9,355
 ,10,1
 , ,
 ,,
 ,1,7373
 ,2,1252
 ,3,356
 ,4,0
 ,5,0
 ,6,114
 ,7,471
 ,8,115
 ,9,356
 ,10,2
 , ,
 ,,
 ,1,7686
 ,2,1010
 ,3,345
 ,4,0
 ,5,42
 ,6,422
 ,7,9036
 ,8,8026
 ,9,1010
 ,10,2
 , ,
 ,,
 ,1,7604
 ,2,1085
 ,3,409
 ,4,0
 ,5,0
 ,6,382
 ,7,798
 ,8,389
 ,9,409
 ,10,2
 , ,
 ,,
 ,1,7574
 ,2,1058
 ,3,254
 ,4,0
 ,5,53
 ,6,612
 ,7,8959
 ,8,7901
 ,9,1058
 ,10,2
 , ,
 ,,
 ,1,7289
 ,2,1412
 ,3,424
 ,4,0
 ,5,0
 ,6,379
 ,7,811
 ,8,387
 ,9,424
 ,10,2
 , ,
 ,,
 ,1,7269
 ,2,1367
 ,3,361
 ,4,0
 ,5,0
 ,6,0
 ,7,361
 ,8,0
 ,9,361
 ,10,1
 , ,
 ,,
 ,1,7625
 ,2,1006
 ,3,37
 ,4,0
 ,5,74
 ,6,810
 ,7,8717
 ,8,7711
 ,9,1006
 ,10,2
 , ,
 ,,
 ,1,6901
 ,2,1761
 ,3,380
 ,4,0
 ,5,0
 ,6,2
 ,7,743
 ,8,363
 ,9,380
 ,10,2
 , ,
 ,,
 ,1,7257
 ,2,1383
 ,3,363
 ,4,0
 ,5,0
 ,6,0
 ,7,363
 ,8,0
 ,9,363
 ,10,1
 , ,
 ,,
 ,1,7613
 ,2,1020
 ,3,210
 ,4,0
 ,5,54
 ,6,516
 ,7,8915
 ,8,7895
 ,9,1020
 ,10,2
 , ,
 ,,
 ,1,7379
 ,2,1323
 ,3,435
 ,4,0
 ,5,0
 ,6,51
 ,7,7929
 ,8,7494
 ,9,435
 ,10,2
 , ,
 ,,
 ,1,7684
 ,2,939
 ,3,356
 ,4,0
 ,5,0
 ,6,382
 ,7,746
 ,8,390
 ,9,356
 ,10,2
 , ,
 ,,
 ,1,7660
 ,2,965
 ,3,40
 ,4,0
 ,5,63
 ,6,436
 ,7,8702
 ,8,7737
 ,9,965
 ,10,2
 , ,
 ,,
 ,1,7301
 ,2,1342
 ,3,404
 ,4,0
 ,5,0
 ,6,371
 ,7,783
 ,8,379
 ,9,404
 ,10,2
 , ,
 ,,
 ,1,7294
 ,2,1309
 ,3,359
 ,4,0
 ,5,0
 ,6,17
 ,7,376
 ,8,17
 ,9,359
 ,10,2
 , ,
 ,,
 ,1,7639
 ,2,967
 ,3,143
 ,4,0
 ,5,55
 ,6,590
 ,7,8816
 ,8,7849
 ,9,967
 ,10,2
 , ,
 ,,
 ,1,7259
 ,2,1411
 ,3,423
 ,4,0
 ,5,0
 ,6,375
 ,7,803
 ,8,380
 ,9,423
 ,10,2
 , ,
 ,,
 ,1,7245
 ,2,1363
 ,3,359
 ,4,0
 ,5,0
 ,6,0
 ,7,359
 ,8,0
 ,9,359
 ,10,1
 , ,
 ,,
 ,1,7598
 ,2,1004
 ,3,52
 ,4,0
 ,5,62
 ,6,392
 ,7,8730
 ,8,7726
 ,9,1004
 ,10,2
 , ,
 ,,
 ,1,7337
 ,2,1336
 ,3,390
 ,4,0
 ,5,0
 ,6,358
 ,7,786
 ,8,396
 ,9,390
 ,10,2
 , ,
 ,,
 ,1,7336
 ,2,1304
 ,3,360
 ,4,0
 ,5,0
 ,6,27
 ,7,387
 ,8,27
 ,9,360
 ,10,2
 , ,
 ,,
 ,1,7669
 ,2,971
 ,3,213
 ,4,0
 ,5,56
 ,6,402
 ,7,8888
 ,8,7917
 ,9,971
 ,10,2
 , ,
 ,,
 ,1,7515
 ,2,1158
 ,3,448
 ,4,0
 ,5,0
 ,6,394
 ,7,842
 ,8,394
 ,9,448
 ,10,2
 , ,
 ,,
 ,1,7477
 ,2,1104
 ,3,308
 ,4,0
 ,5,51
 ,6,1068
 ,7,8936
 ,8,7857
 ,9,1079
 ,10,2
 , ,
 ,,
 ,1,6789
 ,2,1856
 ,3,365
 ,4,0
 ,5,0
 ,6,363
 ,7,731
 ,8,366
 ,9,365
 ,10,2
 , ,
 ,,
 ,1,6775
 ,2,1854
 ,3,351
 ,4,0
 ,5,0
 ,6,0
 ,7,351
 ,8,0
 ,9,351
 ,10,1
 , ,
 ,,
 ,1,7203
 ,2,1503
 ,3,88
 ,4,0
 ,5,98
 ,6,316
 ,7,8769
 ,8,7266
 ,9,1503
 ,10,2
 , ,
 ,,
 ,1,6950
 ,2,1727
 ,3,378
 ,4,0
 ,5,0
 ,6,370
 ,7,749
 ,8,371
 ,9,378
 ,10,2
 , ,
 ,,
 ,1,6936
 ,2,1719
 ,3,360
 ,4,0
 ,5,0
 ,6,3
 ,7,363
 ,8,3
 ,9,360
 ,10,2
 , ,
 ,,
 ,1,7291
 ,2,1362
 ,3,357
 ,4,0
 ,5,0
 ,6,1
 ,7,358
 ,8,1
 ,9,357
 ,10,2
 , ,
 ,,
 ,1,7648
 ,2,1006
 ,3,316
 ,4,0
 ,5,40
 ,6,427
 ,7,8948
 ,8,8038
 ,9,910
 ,10,2
 , ,
 ,,
 ,1,7611
 ,2,1115
 ,3,444
 ,4,0
 ,5,0
 ,6,402
 ,7,852
 ,8,408
 ,9,444
 ,10,2
 , ,
 ,,
 ,1,7563
 ,2,1073
 ,3,180
 ,4,0
 ,5,58
 ,6,594
 ,7,8887
 ,8,7814
 ,9,1073
 ,10,2
 , ,
 ,,
 ,1,7220
 ,2,1481
 ,3,417
 ,4,0
 ,5,0
 ,6,115
 ,7,806
 ,8,389
 ,9,417
 ,10,2
 , ,
 ,,
 ,1,7467
 ,2,1179
 ,3,361
 ,4,0
 ,5,0
 ,6,166
 ,7,7427
 ,8,7066
 ,9,361
 ,10,2
 , ,
 ,,
 ,1,7730
 ,2,984
 ,3,108
 ,4,0
 ,5,56
 ,6,509
 ,7,8825
 ,8,7841
 ,9,984
 ,10,2
 , ,
 ,,
 ,1,7334
 ,2,1380
 ,3,438
 ,4,0
 ,5,0
 ,6,21
 ,7,860
 ,8,422
 ,9,438
 ,10,2
 , ,
 ,,
 ,1,7669
 ,2,963
 ,3,357
 ,4,0
 ,5,0
 ,6,363
 ,7,720
 ,8,363
 ,9,357
 ,10,2
 , ,
 ,,
 ,1,7732
 ,2,969
 ,3,77
 ,4,0
 ,5,64
 ,6,552
 ,7,8774
 ,8,7805
 ,9,969
 ,10,2
 , ,
 ,,
 ,1,7253
 ,2,1420
 ,3,424
 ,4,0
 ,5,0
 ,6,366
 ,7,797
 ,8,373
 ,9,424
 ,10,2
 , ,
 ,,
 ,1,7236
 ,2,1362
 ,3,354
 ,4,0
 ,5,0
 ,6,64
 ,7,418
 ,8,64
 ,9,354
 ,10,2
 , ,
 ,,
 ,1,7531
 ,2,1072
 ,3,96
 ,4,0
 ,5,64
 ,6,414
 ,7,8767
 ,8,7695
 ,9,1072
 ,10,2
 , ,
 ,,
 ,1,7281
 ,2,1387
 ,3,396
 ,4,0
 ,5,0
 ,6,341
 ,7,780
 ,8,384
 ,9,396
 ,10,2
 , ,
 ,,
 ,1,7297
 ,2,1332
 ,3,359
 ,4,0
 ,5,0
 ,6,0
 ,7,359
 ,8,0
 ,9,359
 ,10,1
 , ,
 ,,
 ,1,7651
 ,2,973
 ,3,223
 ,4,0
 ,5,60
 ,6,624
 ,7,8903
 ,8,7930
 ,9,973
 ,10,2
 , ,
 ,,
 ,1,7306
 ,2,1390
 ,3,383
 ,4,0
 ,5,0
 ,6,391
 ,7,776
 ,8,393
 ,9,383
 ,10,2
 , ,
 ,,
 ,1,7344
 ,2,1398
 ,3,384
 ,4,0
 ,5,45
 ,6,346
 ,7,8770
 ,8,7730
 ,9,1040
 ,10,2
 , ,
 ,,
 ,1,7384
 ,2,1355
 ,3,426
 ,4,0
 ,5,0
 ,6,389
 ,7,816
 ,8,390
 ,9,426
 ,10,2
 , ,
 ,,
 ,1,7349
 ,2,1318
 ,3,242
 ,4,0
 ,5,71
 ,6,451
 ,7,8981
 ,8,7663
 ,9,1318
 ,10,2
 , ,
 ,,
 ,1,7212
 ,2,1524
 ,3,464
 ,4,0
 ,5,0
 ,6,368
 ,7,834
 ,8,370
 ,9,464
 ,10,2
 , ,
 ,,
 ,1,7203
 ,2,1428
 ,3,358
 ,4,0
 ,5,0
 ,6,0
 ,7,358
 ,8,0
 ,9,358
 ,10,1
 , ,
 ,,
 ,1,7558
 ,2,1070
 ,3,263
 ,4,0
 ,5,53
 ,6,1094
 ,7,8954
 ,8,7884
 ,9,1070
 ,10,2
 , ,
 ,,
 ,1,6790
 ,2,1898
 ,3,384
 ,4,0
 ,5,0
 ,6,362
 ,7,749
 ,8,365
 ,9,384
 ,10,2
 , ,
 ,,
 ,1,6783
 ,2,1876
 ,3,357
 ,4,0
 ,5,0
 ,6,0
 ,7,357
 ,8,0
 ,9,357
 ,10,1
 , ,
 ,,
 ,1,7137
 ,2,1519
 ,3,63
 ,4,0
 ,5,93
 ,6,240
 ,7,8795
 ,8,7276
 ,9,1519
 ,10,2
 , ,
 ,,
 ,1,7036
 ,2,1690
 ,3,427
 ,4,0
 ,5,0
 ,6,95
 ,7,805
 ,8,378
 ,9,427
 ,10,2
 , ,
 ,,
 ,1,7297
 ,2,1358
 ,3,356
 ,4,0
 ,5,0
 ,6,0
 ,7,356
 ,8,0
 ,9,356
 ,10,1
 , ,
 ,,
 ,1,7656
 ,2,1002
 ,3,356
 ,4,0
 ,5,0
 ,6,328
 ,7,908
 ,8,552
